English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Indonesian Word
curiosity	0	1	0	0	0	0	1	0	1	0	rasa ingin tahu
curse	1	0	1	1	0	1	0	1	0	0	menyumpahi
cursed	1	0	0	1	0	1	0	1	0	0	dikutuk
cursing	1	0	1	0	0	1	0	0	0	0	kutuk
cussed	1	0	0	0	0	0	0	0	0	0	degil
custodian	0	0	0	0	0	0	0	0	0	1	pemelihara
custody	0	0	0	0	0	0	0	0	0	1	hak asuh
cutter	0	0	0	1	0	1	0	0	0	0	pemotong
cutthroat	1	0	0	1	0	1	0	0	0	0	kejam
cutting	1	0	1	1	0	1	0	1	0	0	pemotongan
cyanide	0	0	0	1	0	1	0	0	0	0	sianida
cyclone	0	0	0	1	0	1	0	0	1	0	topan
cyst	0	0	0	1	0	1	0	1	0	0	kista
cystic	0	0	1	0	0	0	0	0	0	0	kistik
cytomegalovirus	0	0	0	0	0	1	0	1	0	0	sitomegalovirus
dabbling	1	0	1	0	0	1	0	0	0	0	mencoba-coba
daemon	1	0	1	1	0	1	0	1	1	0	daemon
daft	0	0	1	0	0	1	0	0	0	0	gila
dagger	0	0	0	1	0	1	0	0	0	0	belati
daily	0	1	0	0	0	0	0	0	0	0	harian
damage	1	0	1	0	0	1	0	1	0	0	kerusakan
damages	0	0	0	0	0	1	0	1	0	0	ganti rugi
dame	1	0	1	0	0	0	1	0	0	1	wanita cantik
damn	1	0	1	0	0	1	0	0	0	0	Sial
damnation	1	0	0	1	0	1	0	1	0	0	kutukan
dance	0	0	0	0	1	0	1	0	0	1	menari
dandy	0	0	1	0	0	1	0	0	0	0	pesolek
danger	0	0	0	1	0	1	0	1	0	0	bahaya
dangerous	0	0	0	1	0	1	0	0	0	0	berbahaya
dank	0	0	1	0	0	0	0	0	0	0	lembab
dare	0	1	0	0	0	0	0	0	0	1	berani
dark	0	0	0	0	0	0	0	1	0	0	gelap
darken	0	0	0	1	0	1	0	1	0	0	menggelapkan
darkened	0	0	0	1	0	1	0	1	0	0	digelapkan
darkness	1	0	0	1	0	1	0	1	0	0	kegelapan
darling	0	0	0	0	1	0	1	0	0	1	sayang
dart	0	0	0	1	0	0	0	0	0	0	anak panah
dashed	1	0	0	1	0	1	0	1	0	0	putus asa
dastardly	1	0	1	1	0	1	0	0	0	0	pengecut
daughter	0	0	0	0	1	0	1	0	0	0	anak perempuan
dawn	0	1	0	0	1	0	1	0	1	1	Fajar
deacon	0	0	0	0	0	0	0	0	0	1	diaken
deadly	1	0	1	1	0	1	0	1	0	0	mematikan
deal	0	1	0	0	1	0	1	0	1	1	Sepakat
dealings	0	0	0	0	0	0	0	0	0	1	transaksi
death	1	1	1	1	0	1	0	1	1	0	kematian
debacle	0	0	0	1	0	1	0	1	0	0	bencana
debauchery	0	0	1	1	0	1	0	0	0	0	penyelewengan
debenture	0	1	0	0	0	0	0	0	0	0	surat hutang
debris	0	0	1	0	0	1	0	0	0	0	serpihan
debt	0	0	0	0	0	1	0	1	0	0	utang
decay	0	0	0	1	0	1	0	1	0	0	membusuk
decayed	0	0	1	0	0	1	0	1	0	0	busuk
deceased	0	0	0	0	0	1	0	1	0	0	almarhum
deceit	1	0	1	1	0	1	0	1	1	0	penipuan
deceitful	0	0	1	0	0	1	0	1	0	0	bohong
deceive	1	0	1	0	0	1	0	1	0	0	menipu
deceived	1	0	0	0	0	1	0	0	0	0	ditipu
deceiving	0	0	0	0	0	1	0	0	0	1	menipu
decompose	0	0	1	0	0	0	0	0	0	0	membusuk
decomposed	0	0	0	0	0	0	0	1	0	0	terurai
decomposition	0	0	1	1	0	1	0	1	0	0	penguraian
decoy	0	0	0	0	0	0	0	0	1	0	umpan
decry	1	0	0	0	0	1	0	0	0	0	mengutuk
deed	0	0	0	0	0	0	0	0	0	1	akta
defamation	0	0	1	1	0	1	0	0	0	0	fitnah
defamatory	1	0	0	0	0	1	0	0	0	0	memfitnah
default	0	0	1	1	0	1	0	1	0	0	bawaan
defeated	0	0	0	0	0	1	0	1	0	0	dikalahkan
defect	1	0	0	0	0	1	0	0	0	0	cacat
defection	0	0	0	1	0	1	0	0	0	0	penyeberangan
defective	0	0	1	0	0	1	0	0	0	0	cacat
defend	0	0	0	1	0	0	1	0	0	0	membela
defendant	1	0	0	1	0	0	0	1	0	0	terdakwa
defended	0	0	0	0	0	0	1	0	0	1	membela
defender	0	0	0	0	0	0	1	0	0	1	pembela
defense	1	1	0	1	0	0	1	0	0	0	pertahanan
defenseless	0	0	0	1	0	1	0	1	0	0	tak berdaya
deference	0	0	0	0	0	0	1	0	0	1	rasa hormat
defiance	1	0	1	1	0	1	0	0	0	0	tantangan
defiant	1	0	0	0	0	1	0	0	0	0	menentang
definitive	0	0	0	0	0	0	1	0	0	1	definitif
deflate	1	0	0	0	0	1	0	1	0	0	menurunkan
deflation	0	0	0	1	0	1	0	0	0	0	deflasi
deform	0	0	1	0	0	1	0	0	0	0	merusak bentuk
deformed	0	0	1	0	0	1	0	1	0	0	cacat
deformity	0	0	1	1	0	1	0	1	0	0	kelainan bentuk
defraud	1	0	1	0	0	1	0	0	0	0	menipu
defunct	0	0	0	0	0	1	0	1	0	0	mati
defy	1	0	0	1	0	1	0	1	1	0	menentang
degeneracy	1	0	1	0	0	1	0	1	0	0	kemerosotan
degrade	0	0	1	0	0	1	0	0	0	0	menurunkan
degrading	0	0	1	1	0	1	0	1	0	0	merendahkan
delay	1	0	1	1	0	1	0	1	0	0	menunda
delegate	0	0	0	0	0	0	1	0	0	1	melimpahkan
deleterious	1	0	1	1	0	1	0	0	0	0	merusak
delicious	0	0	0	0	1	0	1	0	0	0	lezat
delight	0	1	0	0	1	0	1	0	0	0	sukacita
delighted	0	1	0	0	1	0	1	0	1	0	senang sekali
delightful	0	1	0	0	1	0	1	0	0	1	menyenangkan
delinquent	1	0	1	0	0	1	0	0	0	0	nakal
delirious	0	0	0	0	0	1	0	1	0	0	mengigau
delirium	0	0	1	0	0	1	0	1	0	0	igauan
deliverance	0	1	0	0	1	0	1	0	0	1	pembebasan
delivery	0	1	0	0	0	0	1	0	0	0	pengiriman
deluge	0	0	0	1	0	1	0	1	1	0	membanjiri
delusion	1	0	0	1	0	1	0	1	0	0	khayalan
delusional	1	0	0	1	0	1	0	0	0	0	berkhayal
demand	1	0	0	0	0	1	0	0	0	0	tuntutan
demented	0	0	0	1	0	1	0	0	0	0	gila
dementia	0	0	0	1	0	1	0	1	0	0	demensia
demise	0	0	0	1	0	1	0	1	0	0	kematian
demolish	1	0	0	0	0	1	0	1	0	0	menghancurkan
demon	1	0	1	1	0	1	0	1	0	0	setan
demonic	1	0	1	1	0	1	0	1	0	0	jahat
demonstrative	0	0	0	0	1	0	1	1	0	0	demonstratif
demoralized	0	0	0	1	0	1	0	1	0	0	terdemoralisasi
denied	0	0	0	0	0	1	0	1	0	0	ditolak
denounce	1	0	1	0	0	1	0	0	0	0	mencela
dentistry	0	0	0	1	0	0	0	0	0	0	kedokteran gigi
denunciation	1	0	1	1	0	1	0	0	0	0	pengaduan
deny	1	0	0	0	0	1	0	0	0	0	membantah
denying	0	1	0	0	0	1	0	0	0	0	menyangkal
depart	0	1	0	0	0	0	0	1	0	0	berangkat
departed	0	0	0	0	0	1	0	1	0	0	almarhum
departure	0	0	0	0	0	1	0	1	0	0	keberangkatan
depend	0	1	0	0	0	0	0	0	0	1	bergantung
dependence	0	0	0	1	0	1	0	1	0	0	ketergantungan
dependent	0	0	0	0	0	1	1	0	0	1	bergantung
deplorable	1	0	1	1	0	1	0	1	0	0	tercela
deplore	1	0	1	0	0	1	0	1	0	0	menyayangkan
deport	0	0	0	1	0	1	0	1	0	0	mengusir
deportation	1	0	0	1	0	1	0	1	0	0	deportasi
depository	0	0	0	0	0	0	0	0	0	1	tempat penyimpanan
depraved	1	1	1	1	0	1	0	1	0	0	bejat
depravity	1	0	1	0	0	1	0	0	0	0	kebejatan
depreciate	1	0	1	0	0	1	0	0	0	0	terdepresiasi
depreciated	1	0	1	1	0	1	0	1	0	0	disusutkan
depreciation	0	0	0	1	0	1	0	0	0	0	depresiasi
depress	0	0	0	1	0	1	0	1	0	0	menekan
depressed	1	0	0	1	0	1	0	1	0	0	murung
depressing	0	0	1	0	0	1	0	1	0	0	muram
depression	0	0	0	0	0	1	0	1	0	0	depresi
depressive	0	0	0	0	0	1	0	1	0	0	depresif
deprivation	1	0	1	1	0	1	0	1	0	0	perampasan
depth	0	0	0	0	0	0	1	0	0	1	kedalaman
deranged	1	0	1	1	0	1	0	0	0	0	gila
derision	1	0	1	0	0	1	0	0	0	0	ejekan
dermatologist	0	0	0	0	0	0	0	0	0	1	dermatolog
derogation	1	0	1	1	0	1	0	1	0	0	penghinaan
derogatory	1	0	1	1	0	1	0	1	0	0	menghina
descent	0	0	0	1	0	0	0	1	0	0	turun
desecration	1	0	1	1	0	1	0	1	0	0	penodaan
desert	1	0	1	1	0	1	0	1	0	0	gurun
deserted	1	0	1	1	0	1	0	1	0	0	sepi
deserve	1	1	0	0	0	0	1	0	0	1	layak
designation	0	0	0	0	0	0	0	0	0	1	penamaan
desist	1	0	1	0	0	1	0	0	0	0	berhenti
desolation	0	0	0	1	0	1	0	1	0	0	kesedihan
despair	1	0	1	1	0	1	0	1	0	0	putus asa
despairing	0	0	0	1	0	1	0	1	0	0	berputus asa
despicable	1	0	1	0	0	1	0	0	0	0	tercela
despise	1	0	1	0	0	1	0	0	0	0	membenci
despotic	0	0	0	1	0	1	0	0	0	0	lalim
despotism	1	0	1	1	0	1	0	1	0	0	despotisme
destination	0	1	0	1	1	0	1	1	1	0	tujuan
destined	0	1	0	0	0	0	0	0	0	0	ditakdirkan
destitute	0	0	0	1	0	1	0	1	0	0	miskin
destroyed	1	0	0	1	0	1	0	1	0	0	hancur
destroyer	1	0	0	1	0	1	0	0	0	0	perusak
destroying	1	0	0	1	0	1	0	1	0	0	menghancurkan
destruction	1	0	0	0	0	1	0	0	0	0	penghancuran
destructive	1	0	1	1	0	1	0	0	0	0	destruktif
detainee	1	1	0	1	0	1	0	1	0	0	tahanan
detention	0	0	0	0	0	1	0	1	0	0	penahanan
deteriorate	0	0	0	1	0	1	0	1	0	0	memburuk
deteriorated	0	0	1	0	0	1	0	1	0	0	memburuk
deterioration	1	0	1	1	0	1	0	1	0	0	kemerosotan
determinate	0	1	0	0	0	0	0	0	0	1	tentu
determination	0	0	0	0	0	0	1	0	0	1	penentuan
detest	1	0	1	0	0	1	0	0	0	0	benci
detonate	0	0	0	1	0	1	0	0	1	0	meledakkan
detonation	1	0	0	0	0	0	0	0	0	0	ledakan
detract	1	0	0	0	0	1	0	0	0	0	mengurangi
devastate	1	0	0	1	0	1	0	1	0	0	menghancurkan
devastating	1	0	1	1	0	1	0	1	0	1	merusak
devastation	1	0	0	1	0	1	0	1	1	0	penghancuran
develop	0	1	0	0	0	0	1	0	0	0	mengembangkan
deviation	0	0	0	0	0	0	0	1	0	0	deviasi
devil	1	1	1	1	0	1	0	1	0	0	setan
devilish	0	0	1	1	0	1	0	0	0	0	jahat
devotional	0	0	0	0	0	0	1	0	0	1	kebaktian
devout	0	1	0	0	1	0	1	0	0	1	taat
diabolical	1	0	1	1	0	1	0	0	0	0	kejam
diagnosis	0	1	0	1	0	1	0	0	0	1	diagnosa
diamond	0	0	0	0	1	0	1	0	0	0	berlian
diaper	0	0	1	0	0	0	0	0	0	0	popok
diarrhoea	0	0	1	0	0	0	0	0	0	0	diare
diary	0	0	0	0	1	0	1	0	0	1	buku harian
diatribe	1	0	1	0	0	1	0	0	0	0	cacian
dictator	0	0	0	1	0	1	0	0	0	0	diktator
dictatorial	1	0	0	0	0	1	0	0	0	0	diktatoris
dictatorship	1	1	1	1	0	1	0	1	0	0	kediktatoran
dictionary	0	0	0	0	0	0	1	0	0	1	kamus
dictum	0	0	0	0	0	0	0	0	0	1	ucapan
die	0	0	0	1	0	1	0	1	0	0	mati
dietary	0	1	0	0	0	0	1	0	0	0	diet
differential	0	0	0	0	0	0	0	0	0	1	diferensial
differently	0	0	0	0	0	0	0	0	1	0	berbeda
difficult	0	0	0	1	0	0	0	0	0	0	sulit
difficulties	0	0	0	0	0	1	0	1	0	0	kesulitan
difficulty	1	0	0	1	0	1	0	1	0	0	kesulitan
digit	0	0	0	0	0	0	0	0	0	1	angka
dignity	0	0	0	0	0	0	1	0	0	1	harga diri
digress	0	1	0	0	0	1	0	0	0	0	ngelantur
dike	0	0	0	1	0	0	0	0	0	0	tanggul
dilapidated	0	0	1	0	0	1	0	1	0	0	bobrok
diligence	0	0	0	0	0	0	1	0	0	1	ketekunan
diminish	0	0	0	0	0	1	0	1	0	0	mengurangi
dinosaur	0	0	0	1	0	0	0	0	0	0	dinosaurus
diplomacy	0	1	0	0	0	0	1	0	0	1	diplomasi
diplomatic	0	0	0	0	0	0	1	0	0	1	diplomatik
dire	0	0	1	1	0	1	0	1	1	0	mengerikan
director	0	0	0	0	0	0	1	0	0	1	Direktur
dirt	0	0	1	0	0	1	0	0	0	0	kotoran
dirty	0	0	1	0	0	1	0	0	0	0	kotor
disability	0	0	0	0	0	1	0	1	0	0	disabilitas
disable	0	0	0	1	0	1	0	1	0	0	cacat
disabled	0	0	0	1	0	1	0	1	0	0	dengan disabilitas
disagree	1	0	0	0	0	1	0	0	0	0	tidak setuju
disagreeing	1	0	0	0	0	1	0	1	0	0	tidak setuju
disagreement	1	0	0	0	0	1	0	1	0	0	pertentangan
disallowed	1	0	1	1	0	1	0	1	0	0	tidak diizinkan
disappear	0	0	0	1	0	0	0	0	0	0	menghilang
disappoint	1	0	1	0	0	1	0	1	0	0	mengecewakan
disappointed	1	0	1	0	0	1	0	1	0	0	kecewa
disappointing	0	0	0	0	0	1	0	1	0	0	mengecewakan
disappointment	0	0	1	0	0	1	0	1	0	0	kekecewaan
disapproval	0	0	0	0	0	1	0	1	0	0	ketidaksetujuan
disapprove	1	0	1	1	0	1	0	1	0	0	tidak setuju
disapproved	1	0	0	0	0	1	0	1	0	0	tidak disetujui
disapproving	1	0	1	0	0	1	0	1	0	0	tidak setuju
disaster	1	0	1	1	0	1	0	1	1	0	bencana
disastrous	1	0	0	1	0	1	0	1	0	0	bencana
discipline	0	0	0	1	0	1	0	0	0	0	disiplin
disclaim	1	0	1	0	0	1	0	0	0	1	melepaskan
disclosed	0	0	0	0	0	0	0	0	0	1	diungkapkan
discoloration	0	0	1	0	0	1	0	0	0	0	perubahan warna
discolored	0	0	1	0	0	1	0	1	0	0	berubah warna
discomfort	0	0	0	0	0	1	0	1	0	0	tidak nyaman
disconnect	0	0	0	0	0	1	0	1	0	0	memutuskan
disconnected	0	0	0	0	0	1	0	1	0	0	terputus
discontent	1	0	1	1	0	1	0	1	0	0	ketidakpuasan
discontinuity	0	0	1	1	0	1	0	1	0	0	pemegatan
discord	1	0	1	0	0	1	0	0	0	0	perselisihan
discourage	0	0	0	1	0	1	0	1	0	0	mengecilkan hati
discreet	0	1	0	0	0	0	1	0	0	0	bijaksana
discretion	0	1	0	0	0	0	1	0	0	1	kebijaksanaan
discriminate	1	0	0	0	0	1	0	1	0	0	membedakan
discriminating	0	0	1	0	0	1	0	0	0	0	diskriminatif
discrimination	1	0	1	1	0	1	0	1	0	0	diskriminasi
disdain	1	0	1	0	0	1	0	0	0	0	penghinaan
disease	1	0	1	1	0	1	0	1	0	0	penyakit
diseased	0	0	1	1	0	1	0	1	0	0	sakit
disembodied	0	0	0	1	0	1	0	1	0	0	tanpa tubuh
disfigured	1	0	1	1	0	1	0	1	0	0	cacat
disgrace	1	0	1	0	0	1	0	1	0	0	aib
disgraced	1	0	1	0	0	1	0	1	0	0	ternoda
disgraceful	1	0	1	0	0	1	0	0	0	0	memalukan
disgruntled	1	0	1	0	0	1	0	1	0	0	tdk puas
disgust	1	0	1	1	0	1	0	1	0	0	menjijikkan
disgusting	1	0	1	1	0	1	0	0	0	0	menjijikkan
disheartened	0	0	0	0	0	1	0	1	0	0	berkecil hati
disheartening	0	0	0	0	0	1	0	1	0	0	mengecewakan
dishonest	1	0	1	0	0	1	0	1	0	0	tidak jujur
dishonesty	0	0	1	0	0	1	0	0	0	0	ketidakjujuran
dishonor	1	0	1	1	0	1	0	1	0	0	aib
disillusionment	1	0	1	0	0	1	0	1	0	0	kekecewaan
disinformation	1	0	0	1	0	1	0	0	0	0	disinformasi
disingenuous	0	0	1	0	0	1	0	0	0	0	tidak jujur
disintegrate	0	0	1	1	0	1	0	0	0	0	hancur
dislike	1	0	1	0	0	1	0	0	0	0	benci
disliked	1	0	0	0	0	1	0	1	0	0	tidak disukai
dislocated	1	0	1	1	0	1	0	1	0	0	terkilir
dismal	0	0	1	1	0	1	0	1	0	0	suram
dismay	1	1	0	1	0	1	0	1	1	0	kecemasan
dismemberment	0	0	1	1	0	1	0	1	0	0	pemotongan
dismissal	1	0	1	1	0	1	0	1	1	0	pemecatan
disobedience	1	0	1	0	0	1	0	0	0	0	pembangkangan
disobedient	1	0	0	0	0	1	0	0	0	0	tidak patuh
disobey	1	0	1	0	0	1	0	0	0	0	tidak mematuhi
disorder	0	0	0	1	0	1	0	0	0	0	kekacauan
disparage	1	0	1	0	0	1	0	1	0	0	meremehkan
disparaging	1	0	1	0	0	1	0	1	0	0	meremehkan
disparity	1	0	1	0	0	1	0	1	0	0	perbedaan
dispassionate	0	0	0	0	0	1	0	1	0	0	tidak memihak
dispel	0	0	0	0	0	1	0	1	0	0	menghilangkan
displaced	1	0	0	1	0	0	0	1	0	0	terlantar
displeased	1	0	1	1	0	1	0	1	0	0	tidak senang
displeasure	0	0	1	0	0	1	0	0	0	0	ketidaksenangan
dispose	0	0	1	0	0	0	0	0	0	0	membuang
disposed	0	1	0	0	0	0	1	0	0	1	cenderung
dispossessed	1	0	0	1	0	1	0	1	0	0	direbut
dispute	1	0	0	0	0	1	0	0	0	0	perselisihan
disqualified	1	0	1	0	0	1	0	1	0	0	didiskualifikasi
disqualify	0	0	0	0	0	1	0	1	0	0	membatalkan
disregarded	0	0	1	0	0	1	0	0	0	0	diabaikan
disreputable	1	0	1	1	0	1	0	0	0	0	jelek
disrespect	1	0	0	0	0	1	0	0	0	0	tidak hormat
disrespectful	1	0	1	1	0	1	0	1	0	0	tidak sopan
disruption	1	0	0	1	0	1	0	0	1	0	gangguan
dissection	0	0	1	0	0	0	0	0	0	0	pembedahan
dissension	1	0	0	0	0	1	0	0	0	0	pertikaian
disservice	1	0	1	0	0	1	0	1	0	0	tindakan merugikan
dissident	1	0	0	1	0	1	0	0	0	0	pembangkang
dissolution	1	0	0	1	0	1	0	1	1	0	pembubaran
dissonance	1	0	0	0	0	1	0	0	0	0	disonansi
distaste	0	0	1	0	0	1	0	0	0	0	kebencian
distasteful	0	0	1	0	0	1	0	0	0	0	tidak menyenangkan
distorted	0	0	1	0	0	1	0	0	0	0	terdistorsi
distracted	1	0	0	0	0	1	0	0	0	0	terganggu
distracting	1	1	0	0	0	1	0	0	0	0	mengganggu
distraught	0	0	0	0	0	1	0	1	0	0	putus asa
distress	1	0	1	1	0	1	0	1	1	0	kesulitan
distressed	0	0	0	1	0	1	0	0	0	0	tertekan
distressing	1	0	0	1	0	1	0	0	0	0	menyedihkan
distrust	1	0	1	1	0	1	0	0	0	0	ketidakpercayaan
disturbance	1	0	0	1	0	1	0	1	1	0	gangguan
disturbed	1	0	0	0	0	1	0	1	0	0	terganggu
disused	1	0	0	0	0	1	0	0	0	0	bekas
ditty	0	0	0	0	1	0	1	0	0	0	lagu pendek
divan	0	0	0	0	0	0	0	0	0	1	dipan
divergent	0	0	0	0	0	1	0	0	1	0	berbeda
diversion	0	0	0	0	0	0	1	0	1	0	pengalihan
divination	0	1	0	0	0	0	0	0	0	0	ramalan
divorce	1	0	1	1	0	1	0	1	1	1	perceraian
doctor	0	0	0	0	0	0	1	0	0	1	dokter
doctrine	0	0	0	0	0	0	0	0	0	1	doktrin
dogma	0	0	0	0	0	0	0	0	0	1	dogma
doldrums	0	0	0	0	0	1	0	1	0	0	keputusasaan
dole	0	0	0	0	0	1	0	1	0	0	membagikan
doll	0	0	0	0	1	0	0	0	0	0	boneka
dolor	0	0	0	0	0	1	0	1	0	0	duka
dolphin	0	0	0	0	1	0	1	0	1	1	lumba-lumba
dominant	0	0	0	1	0	1	0	0	0	0	dominan
dominate	1	0	0	1	0	1	1	0	0	0	mendominasi
domination	1	0	0	1	0	1	0	1	0	0	dominasi
dominion	0	0	0	1	0	0	0	0	0	1	kekuasaan
don	0	0	0	0	0	0	1	0	0	1	mengenakan
donkey	0	0	1	0	0	1	0	0	0	0	keledai
doom	0	0	0	1	0	1	0	0	0	0	malapetaka
doomed	0	0	0	1	0	1	0	1	0	0	terkutuk
doomsday	1	1	1	1	0	1	0	1	0	0	kiamat
doubt	0	0	0	1	0	1	0	1	0	1	ragu
doubtless	0	0	0	0	0	0	1	0	0	1	pasti
dove	0	1	0	0	1	0	1	0	0	1	merpati
downfall	0	0	0	1	0	1	0	1	0	0	kejatuhan
downright	0	0	0	0	0	0	0	0	0	1	benar-benar
drab	0	0	0	0	0	1	0	1	0	0	menjemukan
draft	0	1	0	0	0	0	0	0	0	0	konsep
dragon	0	0	0	1	0	0	0	0	0	0	naga
dread	0	1	0	1	0	1	0	0	0	0	rasa takut
dreadful	1	1	1	1	0	1	0	1	0	0	mengerikan
dreadfully	0	0	1	1	0	1	0	1	1	0	sangat
dreary	0	0	0	0	0	1	0	1	0	0	suram
drivel	0	0	1	0	0	1	0	0	0	0	meliur
drool	0	0	1	0	0	0	0	0	0	0	ngiler
drown	0	0	0	1	0	1	0	1	0	0	menenggelamkan
drugged	0	0	0	0	0	0	0	1	0	0	dibius
drunken	0	0	1	0	0	1	0	0	0	0	mabuk
dubious	0	0	0	1	0	1	0	0	0	1	meragukan
duel	1	1	0	1	0	0	0	0	0	0	duel
dull	0	0	0	0	0	1	0	1	0	0	membosankan
dumps	1	0	0	0	0	1	0	1	0	0	kesedihan
dung	0	0	1	0	0	0	0	0	0	0	kotoran
dungeon	0	0	0	1	0	1	0	0	0	0	penjara bawah tanah
dupe	1	0	0	0	0	1	0	0	0	0	menipu
duplicity	1	0	0	0	0	1	0	0	0	0	bermuka dua
durability	0	0	0	0	0	0	1	0	0	1	daya tahan
durable	0	0	0	0	0	0	1	0	0	1	tahan lama
duress	1	0	1	1	0	1	0	1	0	0	paksaan
dutiful	0	1	0	0	0	0	1	0	0	1	patuh
dwarfed	0	0	0	1	0	1	0	1	0	0	kerdil
dying	1	0	1	1	0	1	0	1	0	0	sekarat
dynamic	0	0	0	0	0	0	0	0	1	0	dinamis
dysentery	0	0	1	0	0	1	0	1	0	0	disentri
eager	0	1	0	0	1	0	1	0	1	1	ingin sekali
eagerness	0	1	0	0	1	0	1	0	0	1	keinginan
eagle	0	0	0	0	0	0	0	0	0	1	burung rajawali
earthquake	1	0	0	1	0	1	0	1	1	0	gempa bumi
economy	0	0	0	0	0	0	0	0	0	1	ekonomi
ecstasy	0	1	0	0	1	0	1	0	0	0	ekstasi
ecstatic	0	1	0	0	1	0	1	0	1	0	gembira
edict	0	0	0	1	0	1	0	0	0	0	dekrit
edification	0	1	0	0	1	0	1	0	0	1	pendidikan
edition	0	1	0	0	0	0	0	0	0	0	edisi
educational	0	0	0	0	0	0	1	0	0	1	pendidikan
eel	0	0	0	1	0	0	0	0	0	0	belut
effective	0	0	0	0	0	0	1	0	0	1	efektif
efficient	0	1	0	0	0	0	1	0	0	1	efisien
effigy	1	0	0	0	0	0	0	0	0	0	patung
egotistical	0	0	1	0	0	1	0	0	0	0	egois
egregious	1	0	1	0	0	1	0	0	0	0	mengerikan
ejaculation	0	1	0	0	1	0	1	0	1	1	ejakulasi
elated	0	0	0	0	1	0	1	0	0	0	gembira
elbow	1	0	0	0	0	0	0	0	0	0	siku
elder	0	0	0	0	0	0	1	0	0	1	lebih tua
elders	0	0	0	0	0	0	1	0	0	1	sesepuh
elect	0	0	0	0	0	0	1	0	0	1	memilih
electorate	0	0	0	0	0	0	0	0	0	1	para pemilih
electric	0	0	0	0	1	0	1	0	1	0	listrik
elegance	0	1	0	0	1	0	1	0	0	1	keanggunan
elegant	0	0	0	0	1	0	1	0	0	0	anggun
elevation	0	1	0	1	1	0	1	0	0	1	ketinggian
elf	1	0	1	1	0	0	0	0	0	0	peri
elimination	1	0	1	1	0	1	0	1	0	0	eliminasi
elite	0	1	0	0	1	0	1	0	0	1	elite
elucidate	0	0	0	0	0	0	1	0	0	1	menjelaskan
elusive	0	0	0	0	0	1	0	0	1	0	sukar dipahami
emaciated	0	0	0	1	0	1	0	1	0	0	kurus
emancipation	0	1	0	0	1	0	1	0	0	0	emansipasi
embarrass	0	0	0	0	0	1	0	1	0	0	memalukan
embarrassment	0	0	0	1	0	1	0	1	1	0	rasa malu
embolism	0	0	0	1	0	1	0	1	0	0	emboli
embrace	0	1	0	0	1	0	1	0	1	1	merangkul
emergency	0	0	0	1	0	1	0	1	1	0	keadaan darurat
eminence	0	0	0	0	0	0	1	0	0	1	keunggulan
emphasize	0	0	0	0	0	0	0	0	0	1	menekankan
employ	0	0	0	0	0	0	0	0	0	1	mempekerjakan
emptiness	0	0	0	0	0	0	0	1	0	0	kekosongan
enable	0	0	0	0	0	0	1	0	0	1	memungkinkan
enablement	0	0	0	0	0	0	1	0	0	1	pemberdayaan
enchant	0	1	0	0	1	0	1	0	1	0	mempesona
enchanted	0	0	0	0	1	0	1	0	0	1	terpesona
enchanting	0	1	0	0	1	0	1	0	0	0	mempesona
encourage	0	0	0	0	1	0	1	0	0	1	mendorong
encroachment	0	0	0	1	0	1	0	0	0	0	gangguan
encumbrance	1	0	0	1	0	1	0	1	0	0	beban
encyclopedia	0	0	0	0	0	0	1	0	0	1	ensiklopedi
endanger	0	1	0	1	0	1	0	0	0	0	membahayakan
endangered	0	0	0	1	0	1	0	0	0	0	terancam bahaya
endeavor	0	1	0	0	0	0	1	0	0	0	berusaha keras
endemic	0	0	1	1	0	1	0	1	0	0	endemis
endless	1	0	0	1	1	1	1	1	0	1	tak berujung
endocarditis	0	0	0	1	0	0	0	1	0	0	endokarditis
endow	0	0	0	0	0	0	1	0	0	1	memberkati
endowment	0	0	0	0	0	0	1	0	0	1	sumbangan
enema	0	0	1	0	0	0	0	0	0	0	enema
enemy	1	0	1	1	0	1	0	0	0	0	musuh
enforce	1	0	0	1	0	1	1	0	0	0	melaksanakan
engaged	0	1	0	0	1	0	1	0	0	1	bertunangan
engaging	0	0	0	0	1	0	1	0	0	1	menarik
engulf	0	1	0	0	0	0	0	0	0	0	menelan
enigmatic	0	0	0	1	0	1	0	0	0	0	penuh teka-teki
enjoy	0	1	0	0	1	0	1	0	0	1	Nikmati
enjoying	0	1	0	0	1	0	1	0	0	1	menikmati
enlighten	0	0	0	0	1	0	1	0	0	1	mencerahkan
enlightenment	0	0	0	0	1	0	1	0	0	1	pencerahan
enliven	0	0	0	0	1	0	1	0	1	1	memeriahkan
enmity	1	0	0	1	0	1	0	1	0	0	permusuhan
enroll	0	1	0	0	0	0	0	0	0	1	mendaftar
ensemble	0	0	0	0	0	0	1	0	0	1	ansambel
enslaved	1	0	1	1	0	1	0	1	0	0	diperbudak
entangled	1	0	1	1	0	1	0	1	0	0	terjerat
entertain	0	0	0	0	1	0	1	0	0	0	menghibur
entertained	0	0	0	0	1	0	1	0	0	0	terhibur
entertaining	0	1	0	0	1	0	1	0	0	0	menghibur
entertainment	0	1	0	0	1	0	1	0	1	1	hiburan
enthusiasm	0	1	0	0	1	0	1	0	1	0	antusiasme
enthusiast	0	1	0	0	1	0	1	0	1	0	penggemar
entrails	0	0	1	0	0	1	0	0	0	0	isi perut
entrust	0	0	0	0	0	0	0	0	0	1	mempercayakan
